# fnm 	 exptime
c4d_211023_052410_ori	50.0
c4d_211023_052531_ori	50.0
c4d_211023_052649_ori	50.0
c4d_211023_052819_ori	50.0
c4d_211023_052938_ori	50.0
c4d_211023_053109_ori	50.0
c4d_211023_053228_ori	50.0
c4d_211023_053347_ori	50.0
c4d_211023_053507_ori	50.0
c4d_211023_061306_ori	50.0
c4d_211023_061424_ori	50.0
c4d_211023_061543_ori	50.0
c4d_211023_061743_ori	50.0
c4d_211023_061901_ori	50.0
c4d_211023_062020_ori	50.0
c4d_211023_062140_ori	50.0
c4d_211023_062303_ori	50.0
c4d_211023_062423_ori	50.0
c4d_211023_062543_ori	50.0
c4d_211023_062701_ori	50.0
c4d_211023_062828_ori	50.0
c4d_211023_062947_ori	50.0
c4d_211023_063108_ori	50.0
c4d_211023_063227_ori	50.0
c4d_211023_072036_ori	50.0
c4d_211023_072156_ori	50.0
c4d_211023_072318_ori	50.0
c4d_211023_072439_ori	50.0
c4d_211023_072624_ori	50.0
c4d_211023_072741_ori	50.0
c4d_211023_072901_ori	50.0
c4d_211023_073021_ori	50.0
c4d_211024_080322_ori	50.0
c4d_211024_080442_ori	50.0
c4d_211024_080601_ori	50.0
c4d_211024_080721_ori	50.0
c4d_211024_080840_ori	50.0
c4d_211024_080959_ori	50.0
c4d_211024_081128_ori	50.0
c4d_211024_081255_ori	50.0
c4d_211024_081415_ori	50.0
c4d_211024_081534_ori	50.0
c4d_211024_081654_ori	50.0
c4d_211024_081814_ori	50.0
c4d_211025_054509_ori	50.0
c4d_211025_054629_ori	50.0
c4d_211025_054754_ori	50.0
c4d_211025_054912_ori	50.0
c4d_211025_055032_ori	50.0
c4d_211025_055151_ori	50.0
c4d_211025_055311_ori	50.0
c4d_211025_055432_ori	50.0
c4d_211025_055557_ori	50.0
c4d_211025_055716_ori	50.0
c4d_211025_055933_ori	50.0
c4d_211025_060053_ori	50.0
c4d_211025_060212_ori	50.0
c4d_211025_060330_ori	50.0
c4d_211025_063058_ori	50.0
c4d_211025_063218_ori	50.0
c4d_211025_063337_ori	50.0
c4d_211025_063533_ori	50.0
c4d_211025_063651_ori	50.0
c4d_211025_063811_ori	50.0
c4d_211025_063931_ori	50.0
c4d_211025_064050_ori	50.0
c4d_211025_064209_ori	50.0
c4d_211025_064329_ori	50.0
c4d_211025_064448_ori	50.0
c4d_211025_064653_ori	50.0
c4d_211025_064813_ori	50.0
c4d_211025_064945_ori	50.0
c4d_211025_065104_ori	50.0
c4d_211025_072108_ori	50.0
c4d_211025_072230_ori	50.0
c4d_211025_072349_ori	50.0
c4d_211025_072509_ori	50.0
c4d_211025_072629_ori	50.0
c4d_211025_072747_ori	50.0
c4d_211025_072916_ori	50.0
c4d_211025_073038_ori	50.0
c4d_211025_073157_ori	50.0
c4d_211025_073317_ori	50.0
c4d_211025_073443_ori	50.0
c4d_211025_073604_ori	50.0
c4d_211025_075045_ori	50.0
c4d_211025_075204_ori	50.0
c4d_211025_075351_ori	50.0
c4d_211025_075512_ori	50.0
c4d_211025_075742_ori	50.0
c4d_211025_075904_ori	50.0
c4d_211025_080036_ori	50.0
c4d_211025_080155_ori	50.0
c4d_211023_003540_ori	15.0
c4d_211023_003624_ori	15.0
c4d_211023_003706_ori	15.0
c4d_211023_003748_ori	15.0
c4d_211023_010101_ori	15.0
c4d_211023_010144_ori	15.0
c4d_211023_010226_ori	15.0
c4d_211023_010308_ori	15.0
c4d_211023_012104_ori	15.0
c4d_211023_012148_ori	15.0
c4d_211023_012230_ori	15.0
c4d_211023_012312_ori	15.0
c4d_211023_012413_ori	15.0
c4d_211023_012457_ori	15.0
c4d_211023_012538_ori	15.0
c4d_211023_012621_ori	15.0
c4d_211023_013252_ori	25.0
c4d_211023_013346_ori	25.0
c4d_211023_013439_ori	25.0
c4d_211023_013533_ori	25.0
c4d_211023_045412_ori	15.0
c4d_211023_045456_ori	15.0
c4d_211023_045537_ori	15.0
c4d_211023_045659_ori	15.0
c4d_211023_045741_ori	15.0
c4d_211023_045825_ori	15.0
c4d_211023_045907_ori	15.0
c4d_211023_050001_ori	15.0
c4d_211023_050044_ori	15.0
c4d_211023_050127_ori	15.0
c4d_211023_061026_ori	15.0
c4d_211023_061109_ori	15.0
c4d_211023_061151_ori	15.0
c4d_211023_063430_ori	15.0
c4d_211023_063513_ori	15.0
c4d_211023_063555_ori	15.0
c4d_211023_065421_ori	15.0
c4d_211023_065505_ori	15.0
c4d_211023_065547_ori	15.0
c4d_211023_065834_ori	15.0
c4d_211023_065919_ori	15.0
c4d_211023_073826_ori	15.0
c4d_211023_073910_ori	15.0
c4d_211023_073953_ori	15.0
c4d_211023_082527_ori	15.0
c4d_211023_082610_ori	15.0
c4d_211023_082653_ori	15.0
c4d_211023_084854_ori	15.0
c4d_211023_084936_ori	15.0
c4d_211023_085020_ori	15.0
c4d_211023_085101_ori	15.0
c4d_211023_085145_ori	15.0
c4d_211023_085228_ori	15.0
c4d_211025_043117_ori	15.0
c4d_211025_043201_ori	15.0
c4d_211025_043244_ori	15.0
c4d_211025_043326_ori	15.0
c4d_211025_053723_ori	15.0
c4d_211025_053807_ori	15.0
c4d_211025_053850_ori	15.0
c4d_211025_053932_ori	15.0
c4d_211025_054120_ori	15.0
c4d_211025_054204_ori	15.0
c4d_211025_054247_ori	15.0
c4d_211025_054329_ori	15.0
c4d_211025_062736_ori	15.0
c4d_211025_062819_ori	15.0
c4d_211025_062901_ori	15.0
c4d_211025_062944_ori	15.0
c4d_211025_073752_ori	15.0
c4d_211025_073835_ori	15.0
c4d_211025_073918_ori	15.0
c4d_211025_074001_ori	15.0
c4d_211025_074223_ori	15.0
c4d_211025_074307_ori	15.0
c4d_211025_074350_ori	15.0
c4d_211025_074608_ori	15.0
c4d_211025_074651_ori	15.0
c4d_211025_074735_ori	15.0
c4d_211025_074817_ori	15.0
c4d_211101_042757_ori	60.0
c4d_211101_042928_ori	86.0
c4d_211101_043124_ori	130.0
c4d_211101_043405_ori	60.0
c4d_211101_043534_ori	86.0
c4d_211101_043732_ori	130.0
c4d_211101_044013_ori	60.0
c4d_211101_044143_ori	86.0
c4d_211101_044338_ori	130.0
c4d_211101_044617_ori	60.0
c4d_211101_044745_ori	86.0
c4d_211101_044940_ori	130.0
c4d_211101_045218_ori	60.0
c4d_211101_045346_ori	86.0
c4d_211101_045542_ori	130.0
c4d_211101_045822_ori	60.0
c4d_211101_045952_ori	86.0
c4d_211101_050148_ori	130.0
c4d_211101_050427_ori	60.0
c4d_211101_050556_ori	86.0
c4d_211101_050751_ori	130.0
c4d_211101_051031_ori	60.0
c4d_211101_051201_ori	86.0
c4d_211101_051357_ori	130.0
c4d_211101_051637_ori	60.0
c4d_211101_051805_ori	86.0
c4d_211101_052000_ori	130.0
c4d_211101_052239_ori	60.0
c4d_211101_052408_ori	86.0
c4d_211101_052603_ori	130.0
c4d_211101_052942_ori	50.0
c4d_211101_053100_ori	50.0
c4d_211101_053226_ori	50.0
c4d_211101_053344_ori	50.0
c4d_211101_053506_ori	50.0
c4d_211101_053625_ori	50.0
c4d_211101_053746_ori	50.0
c4d_211101_053904_ori	50.0
c4d_211101_054029_ori	50.0
c4d_211101_054147_ori	50.0
c4d_211101_054735_ori	50.0
c4d_211101_054859_ori	50.0
c4d_211101_055018_ori	50.0
c4d_211101_061812_ori	50.0
c4d_211101_061931_ori	50.0
c4d_211101_062052_ori	50.0
c4d_211101_062212_ori	50.0
c4d_211101_062333_ori	50.0
c4d_211101_062451_ori	50.0
c4d_211101_062611_ori	50.0
c4d_211101_062730_ori	50.0
c4d_211101_062855_ori	50.0
c4d_211101_063015_ori	50.0
c4d_211101_063142_ori	50.0
c4d_211101_063300_ori	50.0
c4d_211101_064659_ori	50.0
c4d_211101_064817_ori	50.0
c4d_211101_064937_ori	50.0
c4d_211101_065056_ori	50.0
c4d_211101_065215_ori	50.0
c4d_211101_065334_ori	50.0
c4d_211101_065453_ori	50.0
c4d_211101_065613_ori	50.0
c4d_211101_065733_ori	50.0
c4d_211101_065851_ori	50.0
c4d_211101_070010_ori	50.0
c4d_211101_071129_ori	50.0
c4d_211101_070129_ori	50.0
c4d_211101_071248_ori	50.0
c4d_211101_071409_ori	50.0
c4d_211101_071528_ori	50.0
c4d_211101_071711_ori	50.0
c4d_211101_071830_ori	50.0
c4d_211101_071957_ori	50.0
c4d_211101_072116_ori	50.0
c4d_211101_054333_ori	15.0
c4d_211101_054417_ori	15.0
c4d_211101_054500_ori	15.0
c4d_211101_054544_ori	15.0
c4d_211101_055210_ori	15.0
c4d_211101_055252_ori	15.0
c4d_211101_061531_ori	15.0
c4d_211101_061614_ori	15.0
c4d_211101_061656_ori	15.0
c4d_211101_070323_ori	15.0
c4d_211101_070406_ori	15.0
c4d_211101_070449_ori	15.0
c4d_211101_070533_ori	15.0
c4d_211101_072900_ori	15.0
c4d_211101_072943_ori	15.0
c4d_211101_073128_ori	15.0
c4d_211101_073211_ori	15.0
c4d_211101_073253_ori	15.0
c4d_211101_085425_ori	15.0
c4d_211101_085508_ori	15.0
c4d_211101_085549_ori	15.0
c4d_211101_085631_ori	15.0
c4d_211104_042945_ori	60.0
c4d_211104_043114_ori	86.0
c4d_211104_043308_ori	130.0
c4d_211104_043547_ori	60.0
c4d_211104_043716_ori	86.0
c4d_211104_043912_ori	130.0
c4d_211104_044151_ori	60.0
c4d_211104_044320_ori	86.0
c4d_211104_044514_ori	130.0
c4d_211104_044752_ori	60.0
c4d_211104_044921_ori	86.0
c4d_211104_045115_ori	130.0
c4d_211104_045355_ori	60.0
c4d_211104_045524_ori	86.0
c4d_211104_045719_ori	130.0
c4d_211104_045956_ori	60.0
c4d_211104_050127_ori	86.0
c4d_211104_050322_ori	130.0
c4d_211104_050600_ori	60.0
c4d_211104_050729_ori	86.0
c4d_211104_050924_ori	130.0
c4d_211104_051202_ori	60.0
c4d_211104_051330_ori	86.0
c4d_211104_051524_ori	130.0
c4d_211104_051802_ori	60.0
c4d_211104_051931_ori	86.0
c4d_211104_052125_ori	130.0
c4d_211104_052403_ori	60.0
c4d_211104_052532_ori	86.0
c4d_211104_052727_ori	130.0
c4d_211104_053326_ori	50.0
c4d_211104_053445_ori	50.0
c4d_211104_053610_ori	50.0
c4d_211104_053729_ori	50.0
c4d_211104_053849_ori	50.0
c4d_211104_054009_ori	50.0
c4d_211104_054129_ori	50.0
c4d_211104_054247_ori	50.0
c4d_211104_054410_ori	50.0
c4d_211104_054528_ori	50.0
c4d_211104_062654_ori	50.0
c4d_211104_062814_ori	50.0
c4d_211104_062933_ori	50.0
c4d_211104_063336_ori	50.0
c4d_211104_063455_ori	50.0
c4d_211104_063615_ori	50.0
c4d_211104_063733_ori	50.0
c4d_211104_063853_ori	50.0
c4d_211104_064012_ori	50.0
c4d_211104_064132_ori	50.0
c4d_211104_064251_ori	50.0
c4d_211104_064416_ori	50.0
c4d_211104_064535_ori	50.0
c4d_211104_064659_ori	50.0
c4d_211104_064818_ori	50.0
c4d_211104_065245_ori	270.0
c4d_211104_065743_ori	270.0
c4d_211104_070323_ori	50.0
c4d_211104_070441_ori	50.0
c4d_211104_070601_ori	50.0
c4d_211104_070720_ori	50.0
c4d_211104_070840_ori	50.0
c4d_211104_070959_ori	50.0
c4d_211104_071119_ori	50.0
c4d_211104_071238_ori	50.0
c4d_211104_071358_ori	50.0
c4d_211104_071517_ori	50.0
c4d_211104_071642_ori	50.0
c4d_211104_071800_ori	50.0
c4d_211104_073105_ori	50.0
c4d_211104_073222_ori	50.0
c4d_211104_073409_ori	50.0
c4d_211104_073528_ori	50.0
c4d_211104_073749_ori	50.0
c4d_211104_073910_ori	50.0
c4d_211104_074044_ori	50.0
c4d_211104_074204_ori	50.0
c4d_211107_043440_ori	60.0
c4d_211107_043611_ori	86.0
c4d_211107_043807_ori	130.0
c4d_211107_044101_ori	60.0
c4d_211107_044230_ori	86.0
c4d_211107_044423_ori	130.0
c4d_211107_044702_ori	60.0
c4d_211107_044830_ori	86.0
c4d_211107_045027_ori	130.0
c4d_211107_045307_ori	60.0
c4d_211107_045436_ori	86.0
c4d_211107_045632_ori	130.0
c4d_211107_045910_ori	60.0
c4d_211107_050038_ori	86.0
c4d_211107_050234_ori	130.0
c4d_211107_050513_ori	60.0
c4d_211107_050642_ori	86.0
c4d_211107_050837_ori	130.0
c4d_211107_051117_ori	60.0
c4d_211107_051247_ori	86.0
c4d_211107_051440_ori	130.0
c4d_211107_051720_ori	60.0
c4d_211107_051849_ori	86.0
c4d_211107_052044_ori	130.0
c4d_211107_052323_ori	60.0
c4d_211107_052452_ori	86.0
c4d_211107_052647_ori	130.0
c4d_211107_052925_ori	60.0
c4d_211107_053707_ori	50.0
c4d_211107_053827_ori	50.0
c4d_211107_053952_ori	50.0
c4d_211107_054111_ori	50.0
c4d_211107_054232_ori	50.0
c4d_211107_054351_ori	50.0
c4d_211107_054512_ori	50.0
c4d_211107_054632_ori	50.0
c4d_211107_054755_ori	50.0
c4d_211107_054915_ori	50.0
c4d_211107_055345_ori	50.0
c4d_211107_055507_ori	50.0
c4d_211107_055627_ori	50.0
c4d_211107_061909_ori	50.0
c4d_211107_062028_ori	50.0
c4d_211107_062149_ori	50.0
c4d_211107_062308_ori	50.0
c4d_211107_062428_ori	50.0
c4d_211107_062547_ori	50.0
c4d_211107_062707_ori	50.0
c4d_211107_062826_ori	50.0
c4d_211107_063007_ori	50.0
c4d_211107_063126_ori	50.0
c4d_211107_063248_ori	50.0
c4d_211107_063410_ori	50.0
c4d_211107_064811_ori	50.0
c4d_211107_064930_ori	50.0
c4d_211107_065050_ori	50.0
c4d_211107_065210_ori	50.0
c4d_211107_065330_ori	50.0
c4d_211107_065449_ori	50.0
c4d_211107_065619_ori	50.0
c4d_211107_065738_ori	50.0
c4d_211107_065859_ori	50.0
c4d_211107_070018_ori	50.0
c4d_211107_070145_ori	50.0
c4d_211107_070305_ori	50.0
c4d_211107_070717_ori	50.0
c4d_211107_070836_ori	50.0
c4d_211107_070957_ori	50.0
c4d_211107_071117_ori	50.0
c4d_211107_071406_ori	50.0
c4d_211107_071524_ori	50.0
c4d_211107_071657_ori	50.0
c4d_211107_071816_ori	50.0
c4d_211104_042714_ori	15.0
c4d_211104_042757_ori	15.0
c4d_211104_055024_ori	15.0
c4d_211104_055106_ori	15.0
c4d_211104_055148_ori	15.0
c4d_211104_063102_ori	15.0
c4d_211104_063145_ori	15.0
c4d_211104_063227_ori	15.0
c4d_211104_065038_ori	15.0
c4d_211104_065120_ori	15.0
c4d_211104_065203_ori	15.0
c4d_211104_072631_ori	15.0
c4d_211104_072714_ori	15.0
c4d_211104_072905_ori	15.0
c4d_211104_072946_ori	15.0
c4d_211104_084419_ori	15.0
c4d_211104_084503_ori	15.0
c4d_211104_084546_ori	15.0
c4d_211107_053109_ori	15.0
c4d_211107_053150_ori	15.0
c4d_211107_053233_ori	15.0
c4d_211107_053401_ori	15.0
c4d_211107_053445_ori	15.0
c4d_211107_053528_ori	15.0
c4d_211107_070508_ori	15.0
c4d_211107_070551_ori	15.0
c4d_211107_070633_ori	15.0
c4d_211107_072755_ori	15.0
c4d_211107_072839_ori	15.0
c4d_211107_072922_ori	15.0
c4d_211107_083813_ori	15.0
c4d_211107_083856_ori	15.0
c4d_211107_083938_ori	15.0
c4d_211107_084111_ori	15.0
c4d_211110_042823_ori	60.0
c4d_211110_043147_ori	130.0
c4d_211110_042952_ori	86.0
c4d_211110_043425_ori	60.0
c4d_211110_043554_ori	86.0
c4d_211110_043749_ori	130.0
c4d_211110_044027_ori	60.0
c4d_211110_044156_ori	86.0
c4d_211110_044352_ori	130.0
c4d_211110_044631_ori	60.0
c4d_211110_044759_ori	86.0
c4d_211110_044955_ori	130.0
c4d_211110_045234_ori	60.0
c4d_211110_045403_ori	86.0
c4d_211110_045558_ori	130.0
c4d_211110_045838_ori	60.0
c4d_211110_050007_ori	86.0
c4d_211110_050202_ori	130.0
c4d_211110_050441_ori	60.0
c4d_211110_050610_ori	86.0
c4d_211110_050806_ori	130.0
c4d_211110_051045_ori	60.0
c4d_211110_051213_ori	86.0
c4d_211110_051407_ori	130.0
c4d_211110_051645_ori	60.0
c4d_211110_051813_ori	86.0
c4d_211110_052008_ori	130.0
c4d_211110_052247_ori	60.0
c4d_211110_052415_ori	86.0
c4d_211110_052610_ori	130.0
c4d_211110_052945_ori	50.0
c4d_211110_053104_ori	50.0
c4d_211110_053230_ori	50.0
c4d_211110_053349_ori	50.0
c4d_211110_053509_ori	50.0
c4d_211110_053629_ori	50.0
c4d_211110_053749_ori	50.0
c4d_211110_053907_ori	50.0
c4d_211110_054030_ori	50.0
c4d_211110_054150_ori	50.0
c4d_211110_062335_ori	50.0
c4d_211110_062453_ori	50.0
c4d_211110_062611_ori	50.0
c4d_211110_063404_ori	50.0
c4d_211110_063523_ori	50.0
c4d_211110_063644_ori	50.0
c4d_211110_063804_ori	50.0
c4d_211110_063925_ori	50.0
c4d_211110_064044_ori	50.0
c4d_211110_064203_ori	50.0
c4d_211110_064323_ori	50.0
c4d_211110_064443_ori	50.0
c4d_211110_064600_ori	50.0
c4d_211110_064720_ori	50.0
c4d_211110_064840_ori	50.0
c4d_211110_065552_ori	50.0
c4d_211110_065712_ori	50.0
c4d_211110_065902_ori	50.0
c4d_211110_070021_ori	50.0
c4d_211110_070243_ori	50.0
c4d_211110_070402_ori	50.0
c4d_211110_070540_ori	50.0
c4d_211110_070658_ori	50.0
c4d_211114_043125_ori	86.0
c4d_211114_043321_ori	130.0
c4d_211114_043559_ori	60.0
c4d_211114_043728_ori	86.0
c4d_211114_043922_ori	130.0
c4d_211114_044159_ori	60.0
c4d_211114_044329_ori	86.0
c4d_211114_044524_ori	130.0
c4d_211114_044802_ori	60.0
c4d_211114_044931_ori	86.0
c4d_211114_045126_ori	130.0
c4d_211114_045406_ori	60.0
c4d_211114_045536_ori	86.0
c4d_211114_045731_ori	130.0
c4d_211114_050009_ori	60.0
c4d_211114_050139_ori	86.0
c4d_211114_050335_ori	130.0
c4d_211114_050615_ori	60.0
c4d_211114_050744_ori	86.0
c4d_211114_050939_ori	130.0
c4d_211114_051218_ori	60.0
c4d_211114_051346_ori	86.0
c4d_211114_051541_ori	130.0
c4d_211114_042956_ori	60.0
c4d_211116_045335_ori	60.0
c4d_211116_045505_ori	86.0
c4d_211116_045659_ori	130.0
c4d_211116_045938_ori	60.0
c4d_211116_050107_ori	86.0
c4d_211116_050302_ori	130.0
c4d_211116_050541_ori	60.0
c4d_211116_050710_ori	86.0
c4d_211116_050905_ori	130.0
c4d_211116_051144_ori	60.0
c4d_211116_051313_ori	86.0
c4d_211116_051508_ori	130.0
c4d_211116_051748_ori	60.0
c4d_211116_051916_ori	86.0
c4d_211116_052111_ori	130.0
c4d_211116_052349_ori	60.0
c4d_211116_052517_ori	86.0
c4d_211116_052712_ori	130.0
c4d_211116_052951_ori	60.0
c4d_211116_053120_ori	86.0
c4d_211116_053315_ori	130.0
c4d_211116_053554_ori	60.0
c4d_211114_052040_ori	50.0
c4d_211114_052205_ori	50.0
c4d_211114_052331_ori	50.0
c4d_211114_052453_ori	50.0
c4d_211114_052617_ori	50.0
c4d_211114_054932_ori	50.0
c4d_211114_055051_ori	50.0
c4d_211114_055208_ori	50.0
c4d_211114_055920_ori	50.0
c4d_211114_060039_ori	50.0
c4d_211114_060159_ori	50.0
c4d_211114_060319_ori	50.0
c4d_211114_060438_ori	50.0
c4d_211114_060557_ori	50.0
c4d_211114_060716_ori	50.0
c4d_211114_060836_ori	50.0
c4d_211114_060956_ori	50.0
c4d_211114_061114_ori	50.0
c4d_211114_061235_ori	50.0
c4d_211114_061355_ori	50.0
c4d_211114_061558_ori	50.0
c4d_211114_061719_ori	50.0
c4d_211114_061839_ori	50.0
c4d_211114_061958_ori	50.0
c4d_211114_062118_ori	50.0
c4d_211114_062237_ori	50.0
c4d_211114_062357_ori	50.0
c4d_211114_062516_ori	50.0
c4d_211114_062644_ori	50.0
c4d_211114_062801_ori	50.0
c4d_211114_062927_ori	50.0
c4d_211114_063046_ori	50.0
c4d_211114_070422_ori	50.0
c4d_211114_070542_ori	50.0
c4d_211114_070719_ori	50.0
c4d_211114_070839_ori	50.0
c4d_211114_071052_ori	50.0
c4d_211114_071210_ori	50.0
c4d_211114_071331_ori	50.0
c4d_211114_071508_ori	50.0
c4d_211116_053820_ori	50.0
c4d_211116_053946_ori	50.0
c4d_211116_054113_ori	50.0
c4d_211116_054234_ori	50.0
c4d_211116_054357_ori	50.0
c4d_211116_054541_ori	50.0
c4d_211116_054701_ori	50.0
c4d_211116_054827_ori	50.0
c4d_211116_054947_ori	50.0
c4d_211116_055106_ori	50.0
c4d_211116_055226_ori	50.0
c4d_211116_055346_ori	50.0
c4d_211116_055505_ori	50.0
c4d_211116_055629_ori	50.0
c4d_211116_055749_ori	50.0
c4d_211116_063315_ori	50.0
c4d_211116_063434_ori	50.0
c4d_211116_063552_ori	50.0
c4d_211116_064434_ori	50.0
c4d_211116_064554_ori	50.0
c4d_211116_064713_ori	50.0
c4d_211116_064831_ori	50.0
c4d_211116_064952_ori	50.0
c4d_211116_065111_ori	50.0
c4d_211116_065239_ori	50.0
c4d_211116_065400_ori	50.0
c4d_211116_065521_ori	50.0
c4d_211116_065639_ori	50.0
c4d_211116_065759_ori	50.0
c4d_211116_065918_ori	50.0
c4d_211116_070448_ori	50.0
c4d_211116_070606_ori	50.0
c4d_211116_070728_ori	50.0
c4d_211116_070847_ori	50.0
c4d_211116_071039_ori	50.0
c4d_211116_071157_ori	50.0
c4d_211116_071316_ori	50.0
c4d_211116_071436_ori	50.0
c4d_211110_054344_ori	15.0
c4d_211110_054426_ori	15.0
c4d_211110_054526_ori	15.0
c4d_211110_054610_ori	15.0
c4d_211110_062743_ori	15.0
c4d_211110_062825_ori	15.0
c4d_211110_063024_ori	15.0
c4d_211110_063107_ori	15.0
c4d_211110_063150_ori	15.0
c4d_211110_063233_ori	15.0
c4d_211110_065141_ori	15.0
c4d_211110_065223_ori	15.0
c4d_211110_083831_ori	15.0
c4d_211110_083913_ori	15.0
c4d_211110_084339_ori	15.0
c4d_211110_084421_ori	15.0
c4d_211114_051832_ori	15.0
c4d_211114_051914_ori	15.0
c4d_211114_055336_ori	15.0
c4d_211114_055418_ori	15.0
c4d_211114_055501_ori	15.0
c4d_211114_055630_ori	15.0
c4d_211114_055713_ori	15.0
c4d_211114_055755_ori	15.0
c4d_211114_082837_ori	15.0
c4d_211114_082921_ori	15.0
c4d_211114_083003_ori	15.0
c4d_211114_083158_ori	15.0
c4d_211114_083240_ori	15.0
c4d_211114_083324_ori	15.0
c4d_211114_083408_ori	15.0
c4d_211114_084134_ori	15.0
c4d_211114_084215_ori	15.0
c4d_211114_084259_ori	15.0
c4d_211114_084343_ori	15.0
c4d_211115_002226_ori	15.0
c4d_211115_002403_ori	15.0
c4d_211115_002447_ori	15.0
c4d_211115_002529_ori	15.0
c4d_211115_002720_ori	15.0
c4d_211115_002804_ori	15.0
c4d_211115_002847_ori	15.0
c4d_211115_002930_ori	15.0
c4d_211115_003045_ori	15.0
c4d_211115_003130_ori	15.0
c4d_211115_003212_ori	15.0
c4d_211115_003255_ori	15.0
c4d_211115_003352_ori	15.0
c4d_211115_003433_ori	15.0
c4d_211115_003517_ori	15.0
c4d_211115_003600_ori	15.0
c4d_211115_015325_ori	15.0
c4d_211115_015409_ori	15.0
c4d_211115_015451_ori	15.0
c4d_211115_015534_ori	15.0
c4d_211115_015717_ori	15.0
c4d_211115_015801_ori	15.0
c4d_211115_015844_ori	15.0
c4d_211115_020111_ori	15.0
c4d_211115_020154_ori	15.0
c4d_211115_020237_ori	15.0
c4d_211115_020321_ori	15.0
c4d_211115_020403_ori	15.0
c4d_211115_020445_ori	15.0
c4d_211115_020528_ori	15.0
c4d_211115_020611_ori	15.0
c4d_211115_020858_ori	15.0
c4d_211115_020940_ori	15.0
c4d_211115_021024_ori	15.0
c4d_211115_021106_ori	15.0
c4d_211115_021359_ori	15.0
c4d_211115_021442_ori	15.0
c4d_211115_021525_ori	15.0
c4d_211115_021609_ori	15.0
c4d_211115_021652_ori	15.0
c4d_211115_021739_ori	15.0
c4d_211115_021822_ori	60.0
c4d_211115_021951_ori	60.0
c4d_211115_022125_ori	25.0
c4d_211115_022449_ori	15.0
c4d_211115_022534_ori	15.0
c4d_211115_022617_ori	15.0
c4d_211115_022700_ori	15.0
c4d_211115_022743_ori	15.0
c4d_211115_022825_ori	15.0
c4d_211115_022907_ori	15.0
c4d_211115_023031_ori	15.0
c4d_211115_023113_ori	15.0
c4d_211115_023156_ori	15.0
c4d_211115_023239_ori	15.0
c4d_211115_023417_ori	15.0
c4d_211115_023500_ori	15.0
c4d_211115_023543_ori	15.0
c4d_211115_023625_ori	15.0
c4d_211115_040350_ori	15.0
c4d_211115_040432_ori	15.0
c4d_211115_040514_ori	15.0
c4d_211115_040557_ori	15.0
c4d_211115_040641_ori	15.0
c4d_211115_040724_ori	15.0
c4d_211115_040808_ori	15.0
c4d_211115_040851_ori	15.0
c4d_211115_041528_ori	30.0
c4d_211115_041629_ori	30.0
c4d_211115_041728_ori	30.0
c4d_211115_041828_ori	30.0
c4d_211116_021946_ori	20.0
c4d_211116_022034_ori	60.0
c4d_211116_022203_ori	60.0
c4d_211116_022332_ori	60.0
c4d_211116_025051_ori	15.0
c4d_211116_025133_ori	15.0
c4d_211116_025215_ori	15.0
c4d_211116_025258_ori	15.0
c4d_211116_025340_ori	60.0
c4d_211116_025508_ori	60.0
c4d_211116_063812_ori	15.0
c4d_211116_063855_ori	15.0
c4d_211116_063937_ori	15.0
c4d_211116_064020_ori	15.0
c4d_211116_064102_ori	15.0
c4d_211116_064146_ori	15.0
c4d_211116_064228_ori	15.0
c4d_211116_064310_ori	15.0
c4d_211116_070105_ori	20.0
c4d_211116_070155_ori	20.0
c4d_211116_070244_ori	20.0
c4d_211116_070333_ori	20.0
c4d_211116_082958_ori	15.0
c4d_211116_083041_ori	15.0
c4d_211116_083236_ori	15.0
c4d_211116_083319_ori	15.0
c4d_211116_083402_ori	15.0
c4d_211116_083444_ori	15.0
c4d_211116_084939_ori	15.0
c4d_211116_085023_ori	15.0
c4d_211116_085105_ori	15.0
c4d_211117_002808_ori	15.0
c4d_211117_002852_ori	15.0
c4d_211117_002935_ori	15.0
c4d_211117_003017_ori	15.0
c4d_211117_003100_ori	15.0
c4d_211117_003144_ori	15.0
c4d_211117_003227_ori	15.0
c4d_211117_003310_ori	15.0
c4d_211117_015405_ori	60.0
c4d_211117_015535_ori	60.0
c4d_211117_015703_ori	15.0
c4d_211117_015747_ori	15.0
c4d_211117_015829_ori	15.0
c4d_211117_015912_ori	15.0
c4d_211117_020134_ori	15.0
c4d_211117_020217_ori	15.0
c4d_211117_020259_ori	15.0
c4d_211117_020342_ori	15.0
c4d_211117_020424_ori	15.0
c4d_211117_020507_ori	15.0
c4d_211117_020550_ori	15.0
c4d_211117_020631_ori	15.0
c4d_211117_020755_ori	15.0
c4d_211117_020839_ori	15.0
c4d_211117_020922_ori	15.0
c4d_211117_021045_ori	15.0
c4d_211117_021129_ori	15.0
c4d_211117_021650_ori	15.0
c4d_211117_021734_ori	15.0
c4d_211117_021816_ori	15.0
c4d_211117_021859_ori	15.0
c4d_211117_021943_ori	60.0
c4d_211117_022113_ori	60.0
c4d_211117_022242_ori	15.0
c4d_211117_022323_ori	15.0
c4d_211117_022407_ori	15.0
c4d_211117_022449_ori	15.0
c4d_211117_022532_ori	60.0
c4d_211117_022700_ori	60.0
c4d_211117_023120_ori	15.0
c4d_211117_023203_ori	15.0
c4d_211117_023245_ori	15.0
c4d_211117_023328_ori	15.0
c4d_211117_023545_ori	15.0
